Country,Name,POS,AGE,HT,WT
Mexico,Jorge Sanchez,D,24,"5'8""",156 lbs
Mexico,Gilberto Sepulveda,D,23,"5'11""",171 lbs
Mexico,Johan Vasquez,D,23,"5'11""",158 lbs
Mexico,Erick Aguirre,M,25,"5'8""",143 lbs
Mexico,Roberto Alvarado,M,24,"5'9""",154 lbs
Mexico,Edson Alvarez,M,24,"6'1""",158 lbs
Mexico,Efrain Alvarez,M,20,"5'8""",149 lbs
Mexico,Jesus Angulo,M,25,"5'7""",136 lbs
Mexico,Uriel Antuna,M,25,"5'8""",134 lbs
Mexico,Fernando Beltran,M,24,"5'4""",141 lbs
Mexico,Alan Cervantes,M,24,"5'10""",152 lbs
Mexico,Luis Chavez,M,26,-,-
Mexico,Sebastian Cordova,M,25,"5'8""",143 lbs
Mexico,Jonathan Dos Santos,M,32,"5'8""",158 lbs
Mexico,Jose Jaoquin Esquivel,M,24,"5'9""",167 lbs
Mexico,Andres Guardado,M,36,"5'6""",132 lbs
Mexico,Erick Gutierrez,M,27,"5'9""",154 lbs
Mexico,Victor Guzman,M,20,"5'8""",165 lbs
Mexico,Hector Herrera,M,32,"6'0""",176 lbs
Mexico,Diego Lainez,M,22,"5'6""",127 lbs
Mexico,Miguel Layun,M,34,"5'10""",156 lbs
Mexico,Erik Lira,M,22,"5'6""",136 lbs
Mexico,Orbelin Pineda,M,26,"5'6""",138 lbs
Mexico,Rodolfo Pizarro,M,28,"5'8""",156 lbs
Mexico,David Ramirez,M,26,"5'6""",141 lbs
Mexico,Israel Reyes,M,22,"5'6""",165 lbs
Mexico,Carlos Rodriguez,M,25,"5'9""",145 lbs
Mexico,Luis Romo,M,27,"5'11""",185 lbs
Mexico,Marcel Ruiz,M,21,"5'10""",149 lbs
Mexico,Erick Sanchez,M,23,"5'5""",141 lbs
Mexico,Jairo Torres,M,22,"5'6""",147 lbs
Mexico,Chicharito,F,34,"5'8""",160 lbs
Mexico,Jesus Corona,F,29,"5'8""",143 lbs
Mexico,Roberto de La Rosa,F,22,"5'11""",-
Mexico,Rogelio Funes Mori,F,31,"6'2""",171 lbs
Mexico,Santiago Gimenez,F,21,"5'11""",152 lbs
Mexico,Raul Jimenez,F,31,"6'2""",167 lbs
Mexico,Hirving Lozano,F,27,"5'9""",145 lbs
Mexico,Jose Macias,F,23,"5'9""",160 lbs
Mexico,Henry Martin,F,29,"5'9""",160 lbs
Mexico,Alan Pulido,F,31,"5'9""",182 lbs
Mexico,Alexis Vega,F,24,"5'8""",169 lbs
Mexico,Alex Zendejas,F,24,"5'4""",138 lbs
Morocco,Bono,G,31,"6'3""",171 lbs
Morocco,Munir,G,33,"6'2""",194 lbs
Morocco,Ahmed Reda Tagnaouti,G,26,"6'1""",154 lbs
Morocco,Anas Zniti,G,33,-,-
Morocco,Yunis Abdelhamid,D,35,"6'2""",182 lbs
Morocco,Nayef Aguerd,D,26,"6'2""",167 lbs
Morocco,Sofiane Alakouch,D,24,"5'8""",145 lbs
Morocco,Badr Benoun,D,29,"6'3""",-
Morocco,Sofiane Chakla,D,29,"6'1""",169 lbs
Morocco,Issam Chebake,D,33,"5'9""",160 lbs
Morocco,Mohamed Chibi,D,29,-,-
Morocco,Souffian El Karouani,D,21,"5'10""",-
Morocco,Jawad El Yamiq,D,30,"6'3""",180 lbs
Morocco,Zouhair Feddal,D,32,"6'3""",182 lbs
Morocco,Achraf Hakimi,D,23,"5'11""",160 lbs
Morocco,Adam Masina,D,28,"6'2""",171 lbs
Morocco,Noussair Mazraoui,D,24,"6'0""",-
Morocco,Hamza Mendyl,D,24,"5'10""",154 lbs
Morocco,Samy Mmaee,D,26,"6'2""",-
Morocco,Selim Amallah,M,25,-,-
Morocco,Sofyan Amrabat,M,26,"6'0""",154 lbs
Morocco,Aymen Barkok,M,24,"6'2""",165 lbs
Morocco,Sofiane Boufal,M,29,"5'6""",132 lbs
Morocco,Ilias Chair,M,24,"5'2""",121 lbs
Morocco,Omar El Kaddouri,M,32,"6'0""",163 lbs
Morocco,Abdessamad Ezzalzouli,M,20,-,-
Morocco,Faycal Fajr,M,34,"5'10""",158 lbs
Morocco,Yahya Jabrane,M,31,"6'1""",182 lbs
Morocco,Imran Louza,M,23,"5'10""",-
Morocco,Youssef Maleh,M,24,"5'9""",154 lbs
Morocco,Azzedine Ounahi,M,22,"5'11""",136 lbs
Morocco,Romain Saiss,M,32,"6'2""",185 lbs
Morocco,Adel Taarabt,M,33,"6'0""",176 lbs
Morocco,Hakim Ziyech,M,29,"5'10""",154 lbs
Morocco,Zakaria Aboukhlal,F,22,-,-
Morocco,Rachid Alioui,F,30,"6'1""",180 lbs
Morocco,Nordin Amrabat,F,35,"5'10""",187 lbs
Morocco,Yahya Attia Attia Allah,F,27,"5'9""",154 lbs
Morocco,Nabil Dirar,F,36,"6'1""",189 lbs
Morocco,Youssef El Arabi,F,35,"6'0""",154 lbs
Morocco,Munir El Haddadi,F,27,"5'8""",152 lbs
Morocco,Ayoub El Kaabi,F,29,"5'11""",158 lbs
Morocco,Youssef En-Nesyri,F,25,"6'2""",160 lbs
Morocco,Zakaria Hadraf,F,32,"5'8""",-
Morocco,Oussama Idrissi,F,26,"5'8""",171 lbs
Morocco,Ryan Mmaee,F,24,"6'0""",-
Morocco,Soufiane Rahimi,F,26,-,-
Morocco,Oussama Tannane,F,28,"5'9""",176 lbs
Morocco,Tarik Tissoudali,F,29,"5'8""",154 lbs
Netherlands,Jasper Cillessen,G,33,"6'0""",182 lbs
Netherlands,Mark Flekken,G,29,"6'4""",191 lbs
Netherlands,Andries Noppert,G,28,"6'7""",191 lbs
Netherlands,Remko Pasveer,G,38,"6'1""",191 lbs
Netherlands,Nathan Ake,D,27,"5'10""",165 lbs
Netherlands,Daley Blind,D,32,"5'10""",158 lbs
Netherlands,Matthijs De Ligt,D,23,"6'2""",196 lbs
Netherlands,Stefan De Vrij,D,30,"6'2""",171 lbs
Netherlands,Tyrell Malacia,D,23,"5'6""",147 lbs
Netherlands,Devyne Rensch,D,19,"5'10""",-
Netherlands,Jurrien Timber,D,21,"5'10""",-
Netherlands,Virgil Van Dijk,D,31,"6'3""",202 lbs
Netherlands,Marten De Roon,M,31,"6'0""",167 lbs
Netherlands,Denzel Dumfries,M,26,"6'0""",176 lbs
Netherlands,Ryan Gravenberch,M,20,"6'2""",169 lbs
Netherlands,Davy Klaassen,M,29,"5'10""",171 lbs
Netherlands,Kenneth Taylor,M,20,"5'11""",-
Netherlands,Steven Berghuis,F,30,"5'11""",165 lbs
Netherlands,Steven Bergwijn,F,25,"5'10""",163 lbs
Netherlands,Brian Brobbey,F,20,"5'10""",171 lbs
Netherlands,Cody Gakpo,F,23,"5'10""",167 lbs
Netherlands,Vincent Janssen,F,28,"6'0""",174 lbs
Netherlands,Wout Weghorst,F,30,"6'5""",180 lbs
Poland,Bartlomiej Dragowski,G,25,"6'3""",163 lbs
Poland,Lukasz Skorupski,G,31,"6'1""",185 lbs
Poland,Wojciech Szczesny,G,32,"6'5""",185 lbs
Poland,Jan Bednarek,D,26,"6'2""",169 lbs
Poland,Bartosz Bereszynski,D,30,"6'0""",171 lbs
Poland,Kamil Glik,D,34,"6'2""",176 lbs
Poland,Robert Gumny,D,24,"5'11""",156 lbs
Poland,Tomasz Kedziora,D,28,"6'0""",171 lbs
Poland,Jakub Kiwior,D,22,"6'2""",165 lbs
Poland,Mateusz Wieteska,D,25,"6'2""",169 lbs
Poland,Jakub Kaminski,M,20,"5'10""",141 lbs
Poland,Grzegorz Krychowiak,M,32,"6'1""",182 lbs
Poland,Jakub Piotrowski,M,25,"6'2""",171 lbs
Poland,Michal Skoras,M,22,"5'7""",141 lbs
Poland,Sebastian Szymanski,M,23,"5'8""",132 lbs
Poland,Piotr Zielinski,M,28,"5'10""",141 lbs
Poland,Szymon Zurkowski,M,25,"6'0""",169 lbs
Poland,Kamil Grosicki,F,34,"5'10""",171 lbs
Poland,Robert Lewandowski,F,34,"6'0""",178 lbs
Poland,Arkadiusz Milik,F,28,"6'1""",176 lbs
Poland,Krzysztof Piatek,F,27,"6'0""",169 lbs
Poland,Karol Swiderski,F,25,"6'0""",163 lbs
Poland,Nicola Zalewski,F,20,"5'10""",-
Portugal,Diogo Costa,G,23,"6'3""",176 lbs
Portugal,Rui Patricio,G,34,"6'2""",185 lbs
Portugal,Jose Sa,G,29,"6'3""",171 lbs
Portugal,Joao Cancelo,D,28,"5'11""",163 lbs
Portugal,Diogo Dalot,D,23,"6'0""",165 lbs
Portugal,Ruben Dias,D,25,"6'1""",182 lbs
Portugal,Tiago Djalo,D,22,"6'2""",-
Portugal,Domingos Duarte,D,27,"6'3""",176 lbs
Portugal,Raphael Guerreiro,D,28,"5'6""",156 lbs
Portugal,Nuno Mendes,D,20,"5'9""",154 lbs
Portugal,Pepe,D,39,"6'2""",178 lbs
Portugal,Mario Rui,D,31,"5'6""",147 lbs
Portugal,William Carvalho,M,30,"6'1""",174 lbs
Portugal,Bruno Fernandes,M,28,"5'10""",141 lbs
Portugal,Joao Mario,M,29,"5'10""",160 lbs
Portugal,Ruben Neves,M,25,"5'10""",158 lbs
Portugal,Matheus Nunes,M,24,"6'0""",165 lbs
Portugal,Joao Palhinha,M,27,"6'2""",169 lbs
Portugal,Danilo Pereira,M,31,"6'2""",182 lbs
Portugal,Bernardo Silva,M,28,"5'8""",141 lbs
Portugal,Vitinha,M,22,"5'7""",143 lbs
Portugal,Joao Felix,F,22,"5'11""",154 lbs
Portugal,Ricardo Horta,F,28,"5'8""",134 lbs
Portugal,Diogo Jota,F,25,"5'10""",154 lbs
Portugal,Rafael Leao,F,23,"6'2""",178 lbs
Portugal,Pedro Neto,F,22,"5'7""",136 lbs
Portugal,Goncalo Ramos,F,21,"6'0""",169 lbs
Portugal,Cristiano Ronaldo,F,37,"6'0""",176 lbs
Portugal,Rafa Silva,F,29,"5'7""",138 lbs
Qatar,Abdelrahman Mohammed Abdulaziz,G,28,-,-
Qatar,Mahmud Ibrahim Abunada,G,22,-,-
Qatar,Mohammed AL Bakri,G,25,"5'9""",152 lbs
Qatar,Saad Abdullah Al Sheeb,G,32,"6'2""",182 lbs
Qatar,Fahad Younis Baker,G,28,-,-
Qatar,Meshaal Aissa Barsham,G,24,"5'10""",-
Qatar,Yousof Hassan Mohamed Ali,G,26,"6'2""",171 lbs
Qatar,Yazan Naim,G,25,"6'1""",-
Qatar,Salah Zakaria Hassan,G,23,"6'0""",-
Qatar,Jassem Gaber Abdulsallam,D,20,-,-
Qatar,Homam Ahmed,D,23,"6'1""",-
Qatar,Fahad AL Abdulrahman,D,27,"5'4""",-
Qatar,Salem Al Hajri,D,26,"5'10""",154 lbs
Qatar,Musab Al Khader,D,29,"5'5""",132 lbs
Qatar,Tameem AL Muhaza,D,26,"5'9""",145 lbs
Qatar,Mohammed Alaaeldin,D,28,-,-
Qatar,Almahdi Ali,D,30,"6'0""",174 lbs
Qatar,Mohamed Ayash,D,21,-,-
Qatar,Mohamed Emad Ayash,D,21,-,-
Qatar,Pedro Miguel Carvalho Deus Correia,D,32,"6'2""",-
Qatar,Abdelkarim Hassan,D,29,"6'0""",180 lbs
Qatar,Musaab Khidir,D,29,"5'5""",132 lbs
Qatar,Assim Madibo,D,25,"5'7""",138 lbs
Qatar,Musaab Khodhr Mahmoud,D,39,-,-
Qatar,Mohamed Musa,D,36,-,-
Qatar,Sultan Hussain Al Brake,D,26,"5'8""",-
Qatar,Abdelaziz Hatem,M,31,"5'11""",167 lbs
Qatar,Abdulaziz Hatem,M,31,"5'11""",167 lbs
Qatar,Abdullah Al Ahrak,M,25,"5'9""",152 lbs
Qatar,Mohammed Waad Abdulwahab Jadoua Al Bayati,M,23,"6'0""",-
Qatar,Nayef Abdul Rahim Al Hadrami,M,21,-,-
Qatar,Bassam Hisham Al Rawi,M,24,"5'8""",169 lbs
Qatar,Ahmed Suhail Al-Hamawende,M,23,-,-
Qatar,Karim Boudiaf,M,32,"6'2""",191 lbs
Qatar,Ahmad Moein Mohammed Doozandeh,M,26,"5'10""",152 lbs
Qatar,Ahmed Fathy Abdoulla,M,29,"5'7""",156 lbs
Qatar,Boualem Khoukhi,M,32,"6'0""",171 lbs
Qatar,Abdullah Marafee,M,30,-,-
Qatar,Abdeirahman Moustafa,M,25,-,-
Qatar,Abdulrahman Moustafa,M,25,"5'6""",138 lbs
Qatar,Khalid Muneer,M,24,"5'8""",-
Qatar,Ali Assadalla Thaimn Qambar,M,29,"5'8""",134 lbs
Qatar,Tarek Salman,M,24,"5'10""",152 lbs
Qatar,Yousuf Abdul Razzaq,F,-,-,-
Qatar,Almoez Ali Zainalabedeen Abdulla,F,26,"5'10""",149 lbs
Qatar,Hashim Ali Abdullatif,F,22,"5'5""",-
Qatar,Abdulrasheed Umaru,F,23,"5'8""",-
Qatar,Yusuf Abdurisag,F,23,"5'8""",-
Qatar,Ahmed Alaaeldin Abelmotaal,F,29,"5'9""",160 lbs
Qatar,Akram Afif,F,25,"5'9""",149 lbs
Qatar,Ali Hassan Afif,F,34,"5'8""",160 lbs
Qatar,Abdulaziz AL Ansari,F,30,"5'8""",-
Qatar,Hassan Khalid Al Haydos,F,31,"5'6""",127 lbs
Qatar,Moayed Hassan Fodhayli,F,30,-,-
Qatar,Muayed Hassan,F,30,"5'6""",136 lbs
Qatar,Ismail Mohamad,F,32,"5'7""",158 lbs
Qatar,Mohammed Muntari,F,28,"6'4""",169 lbs
Qatar,Hazem Shehata,F,24,-,-
Qatar,Humam AL Amin,,-,-,-
Qatar,Asim Madibu,,-,-,-
Saudi arabia,Zaid Al Bawardi,G,25,"6'3""",205 lbs
Saudi arabia,Amin Al Bukhari,G,25,"6'3""",174 lbs
Saudi arabia,Abdullah Al Muaiouf,G,35,"6'2""",211 lbs
Saudi arabia,Mohammed Khalil Al Owais,G,31,"6'0""",154 lbs
Saudi arabia,Fawaz Al Qarni,G,30,"6'0""",185 lbs
Saudi arabia,Mohammed Al Rubaie,G,25,"6'2""",-
Saudi arabia,Nawaf AL-Aqidi,G,22,-,-
Saudi arabia,Abdullah Hussain AL-Oaisher,G,31,"6'0""",-
Saudi arabia,Mohammed Alyami,G,25,"6'2""",171 lbs
Saudi arabia,Mustafa Malaeka,G,36,"6'0""",182 lbs
Saudi arabia,Saud Abdulhamid,D,23,"5'7""",-
Saudi arabia,Abdulelah Al Amri,D,25,"6'0""",160 lbs
Saudi arabia,Ali Al Bulayhi,D,32,"6'0""",176 lbs
Saudi arabia,Abdulrahman AL Obaid,D,29,"5'7""",141 lbs
Saudi arabia,Ziad AL Sahefi,D,27,-,-
Saudi arabia,Yasir Al Shahrani,D,30,"5'6""",141 lbs
Saudi arabia,Abdullah AL Shamekh,D,29,-,-
Saudi arabia,Hamdan AL Shamrani,D,25,"5'10""",169 lbs
Saudi arabia,Hassan Al Tambakti,D,23,"5'10""",160 lbs
Saudi arabia,Ali Alawjami,D,26,-,-
Saudi arabia,Ali AL-Boleahi,D,32,"5'10""",-
Saudi arabia,Mohammed Al-Breik,D,30,-,-
Saudi arabia,Mohammed Alburayk,D,30,"5'8""",136 lbs
Saudi arabia,Sultan Alganham,D,28,"5'8""",136 lbs
Saudi arabia,Moteb Al-Harbi,D,22,"5'8""",-
Saudi arabia,Mohammed AL-Khubrani,D,28,"5'10""",143 lbs
Saudi arabia,Ali Lajami,D,26,-,-
Saudi arabia,Abdullah Madu,D,29,"6'1""",189 lbs
Saudi arabia,Omar Othman,D,37,"6'0""",169 lbs
Saudi arabia,Hussain Qasim,D,-,-,-
Saudi arabia,Hussain Salem,D,25,"5'8""",-
Saudi arabia,Ahmed Sharahili,D,28,"6'0""",165 lbs
Saudi arabia,Nawaf AL Abed,M,32,"5'6""",130 lbs
Saudi arabia,Ali AL Asmari,M,25,"6'0""",154 lbs
Saudi arabia,Ali AL Asmari,M,25,"6'0""",-
Saudi arabia,Nasser Al Dawsari,M,23,"5'10""",143 lbs
Saudi arabia,Salem Al Dawsari,M,31,"5'8""",152 lbs
Saudi arabia,Abdulrahman AL Dosari,M,25,"5'9""",165 lbs
Saudi arabia,Salman Al Faraj,M,33,"5'10""",141 lbs
Saudi arabia,Salman Al Faraj,M,33,-,-
Saudi arabia,Abdullah Al Khaibari,M,26,"5'8""",145 lbs
Saudi arabia,Abdullah Al Khaibari,M,26,"5'8""",145 lbs
Saudi arabia,Mohammed AL Kuwaykibi,M,27,"5'6""",130 lbs
Saudi arabia,Abdulelah Al Malki,M,28,"5'10""",154 lbs
Saudi arabia,Sami AL Naji,M,25,"5'9""",-
Saudi arabia,Khaled AL Samiri,M,25,"5'4""",132 lbs
Saudi arabia,Yahya Al Shehri,M,32,"5'4""",141 lbs
Saudi arabia,Nasser Aldawsari,M,23,"5'10""",-
Saudi arabia,Khalid Alghannam,M,21,"5'7""",-
Saudi arabia,Khalid Al-Ghannam,M,21,-,-
Saudi arabia,Ali Al-Hassan,M,25,"5'11""",147 lbs
Saudi arabia,Sami Al-Najei,M,25,-,-
Saudi arabia,Abdulrahman Alobud,M,27,"5'8""",-
Saudi arabia,Ziyad Abdulwahed Al-Sahafi,M,28,"5'11""",163 lbs
Saudi arabia,Mohammed Falah AL-Sahli,M,30,-,-
Saudi arabia,Khalid Alsamiri,M,25,"5'5""",-
Saudi arabia,Abdulfattah Asiri,M,28,"5'5""",141 lbs
Saudi arabia,Hattan Bahebri,M,30,"5'6""",147 lbs
Saudi arabia,Abdulrahman Abdullah Ghareeb,M,25,"5'8""",132 lbs
Saudi arabia,Abdulrahman Abdullah Ghareeb,M,25,"5'4""",136 lbs
Saudi arabia,Mohamed Kanno,M,28,"6'3""",156 lbs
Saudi arabia,Mohamed Ibrahim Kanno,M,28,-,-
Saudi arabia,Abdullah Otayf,M,30,"5'9""",145 lbs
Saudi arabia,Ayman Yahya,M,21,-,-
Saudi arabia,Aiman Ahmed,F,21,-,-
Saudi arabia,Feras Al Birakan,F,22,"5'11""",163 lbs
Saudi arabia,Abdulaziz Ali Al Bishi,F,28,"5'8""",160 lbs
Saudi arabia,Firas Al Buraikan,F,22,-,-
Saudi arabia,Abdullah Al Hamdan,F,23,"6'0""",169 lbs
Saudi arabia,Mohammed AL Kwikbi,F,28,"5'5""",-
Saudi arabia,Fahad Al Muwallad,F,28,"5'6""",143 lbs
Saudi arabia,Feras Albrikan,F,22,"5'11""",-
Saudi arabia,Abdullah Abdulrahman Alhamddan,F,23,-,-
Saudi arabia,Fahad Almuwallal,F,28,-,-
Saudi arabia,Saleh Al-Shehri,F,28,"6'0""",-
Saudi arabia,Haitham Mohammed Asiri,F,21,-,-
Saudi arabia,Haroune Camara,F,24,"6'0""",178 lbs
Saudi arabia,Muhannad Asiri,-,35,-,-
Senegal,Abdoulaye Diallo,G,30,"6'3""",180 lbs
Senegal,Seny Dieng,G,27,"6'3""",185 lbs
Senegal,Alioune Badara Faty,G,27,-,-
Senegal,Alfred Gomis,G,29,"6'5""",176 lbs
Senegal,Bingourou Kamara,G,25,"6'5""",202 lbs
Senegal,Edouard Mendy,G,30,"6'5""",189 lbs
Senegal,Saliou Ciss,D,33,"5'8""",158 lbs
Senegal,Pape Abou Cisse,D,27,"6'5""",182 lbs
Senegal,Racine Coly,D,26,"6'0""",167 lbs
Senegal,Abdou Diallo,D,26,"6'1""",174 lbs
Senegal,Elhadji Pape Djibril Diaw,D,27,"6'3""",187 lbs
Senegal,Lamine Gassama,D,32,"5'11""",163 lbs
Senegal,Kalidou Koulibaly,D,31,"6'4""",196 lbs
Senegal,Ibrahima Mbaye,D,27,"6'2""",154 lbs
Senegal,Youssouf Sabaly,D,29,"5'8""",149 lbs
Senegal,Salif Sane,D,32,"6'5""",185 lbs
Senegal,Bouna Sarr,D,30,"5'9""",152 lbs
Senegal,Abdoulaye Seck,D,30,"6'3""",209 lbs
Senegal,Fode Toure,D,25,"5'11""",132 lbs
Senegal,Moussa Wague,D,24,"5'9""",154 lbs
Senegal,Krepin Diatta,M,23,"5'6""",-
Senegal,Idrissa Gueye,M,33,"5'8""",145 lbs
Senegal,Pape Alassane Gueye,M,23,"6'0""",143 lbs
Senegal,Cheikhou Kouyate,M,32,"6'2""",165 lbs
Senegal,Joseph Lopy,M,30,"5'11""",149 lbs
Senegal,Mamadou Loum,M,25,"6'3""",185 lbs
Senegal,Nampalys Mendy,M,30,"5'5""",160 lbs
Senegal,Moustapha Name,M,27,"6'0""",-
Senegal,Badou Ndiaye,M,31,"5'11""",163 lbs
Senegal,Pape Matar Sarr,M,20,"6'0""",154 lbs
Senegal,Sidy Sarr,M,26,"6'5""",165 lbs
Senegal,Keita Balde,F,27,"6'0""",169 lbs
Senegal,Boulaye Dia,F,25,"5'10""",165 lbs
Senegal,Habib Diallo,F,27,"6'1""",174 lbs
Senegal,Famara Diedhiou,F,29,"6'2""",176 lbs
