,Name,Features,Phone,Suite,Logo_url,Category1,Category2,Status,Deal
117,Pura Vida Bracelets,"['accessories', 'jewelry-timepieces', 'women-s-apparel', 'in-store-shopping', '']",,746,https://images.ctfassets.net/l16b5usqno44/1rmLDr3SPcgPLgexgdbZ55/1c09858845f69ee7abbbce0d7db516bb/PuraVida-Store-Logo.jpg?w=223&fm=png,shopping,stores,,False
118,Q,"['accessories', 'shoes-handbags-luggage', 'women-s-apparel', 'curbside-pickup', 'in-store-shopping', '']",(949) 932-0300,812,https://images.ctfassets.net/l16b5usqno44/umb-media-75074/6aa36ec0ba4411bfe16379025244f2c8/store-logo-q.jpg?w=223&fm=png,shopping,stores,,False
119,Quay,"['accessories', 'eyewear', 'curbside-pickup', 'in-store-shopping', 'now-open', '']",(949) 749-8559,765,https://images.ctfassets.net/l16b5usqno44/1Mk5nis4rEnfNaBEwc6Ojh/9dcc0c16fa693c120f5b93ab5dd33a9b/Store-Logo-Quay.jpg?w=223&fm=png,shopping,stores,Now Open,False
120,Quiksilver ,"['children-s-apparel', 'men-s-apparel', 'shoes-handbags-luggage', 'swimwear', 'women-s-apparel', 'in-store-shopping', 'deals']",(949) 753-5031,603,https://images.ctfassets.net/l16b5usqno44/umb-media-75075/c2b3c9932dc9d6f919a90de17337751f/store-logo-quiksilver.png?w=223&fm=png,shopping,stores,,True
121,"Regal Irvine Spectrum ScreenX, 4DX, IMAX, RPX & VIP","['entertainment', 'theaters', '']",(949) 450-4920,500,https://images.ctfassets.net/l16b5usqno44/umb-media-75078/005eb75511a499aea2f43c9d28ce3726/store-logo-regal.jpg?w=223&fm=png,shopping,stores,,False
122,Robata Wasa,"['restaurants-full-service-dining', 'curbside-pickup', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'takes-reservations', 'asian', 'japanese', 'sushi-bars', '']",(949) 536-5064,926,https://images.ctfassets.net/l16b5usqno44/umb-media-75079/e01ec80599430f55394c929c7ea21f8a/store-logo-robatawasa.jpg?w=223&fm=png,dining,restaurants,,False
123,Rocket Fizz Soda Pop and Candy Shop,"['specialty-food', 'curbside-pickup', 'dine-in', 'outdoor-seating', 'takeout', 'candy', '']",(949) 453-0992,823,https://images.ctfassets.net/l16b5usqno44/umb-media-75080/edf9cd4de4fc395c1ff7992d16f5aacc/store-logo-rocketfizz.png?w=223&fm=png,dining,restaurants,,False
124,Rocky Mountain Chocolate Factory,"['specialty-food', 'curbside-pickup', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'candy', 'desserts', 'deals']",(949) 450-0999,617,https://images.ctfassets.net/l16b5usqno44/umb-media-75081/5122b391d9ac079d893a91e6a3f8471f/store-logo-rockymountainchocolatefactory.png?w=223&fm=png,dining,restaurants,,True
125,Roll Em Up Taquitos ,"['restaurants-casual-quick', 'coming-soon', 'dine-in', 'takeout', 'mexican', '']",,509,https://images.ctfassets.net/l16b5usqno44/3vbnlDihBW7NJainO2jGtU/cd3387bcf875deec717ae578e17728b5/Roll_Em_Up_Logo_Horizontal.png?w=223&fm=png,dining,restaurants,Coming Soon,False
126,Royal Bee,"['beauty', 'home-furnishings-decor', 'in-store-shopping', '']",(949) 771-4380,810,https://images.ctfassets.net/l16b5usqno44/umb-media-75139/6ab3ab0fef62851f00a6f27cd3147c09/store-logo-royal-bee.jpg?w=223&fm=png,shopping,stores,,False
127,RSQ Skate,"['men-s-apparel', 'women-s-apparel', 'in-store-shopping', '']",(949) 242-6101,605,https://images.ctfassets.net/l16b5usqno44/umb-media-77353/bf21b818739ff44c35ca15492c5970df/store-logo-rsq.jpg?w=223&fm=png,shopping,stores,,False
128,Sephora,"['beauty', 'curbside-pickup', 'in-store-shopping', 'deals']",(949) 316-3990,868,https://images.ctfassets.net/l16b5usqno44/umb-media-75083/d0791f485b642b3482853623d22e8cbb/store-logo-sephora.jpg?w=223&fm=png,shopping,stores,,True
129,Silverlake Ramen,"['restaurants-full-service-dining', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'asian', 'japanese', '']",(949) 932-0295,511,https://images.ctfassets.net/l16b5usqno44/umb-media-75084/025e4bd3914ab6cfbdfce4e513e1ff09/store-logo-silverlake-ramen.jpg?w=223&fm=png,dining,restaurants,,False
130,Sleep Number by Select Comfort,"['home-furnishings-decor', 'curbside-pickup', 'in-store-shopping', '']",(949) 417-3827,820,https://images.ctfassets.net/l16b5usqno44/umb-media-75086/f00480c0abdd1aed97c657339b2c3814/store-logo-sleepnumberselectcomfort.png?w=223&fm=png,shopping,stores,,False
131,Socks & Bottoms,"['children-s-apparel', 'men-s-apparel', 'women-s-apparel', 'in-store-shopping', 'deals']",(949) 418-9900,657,https://images.ctfassets.net/l16b5usqno44/umb-media-75087/394c9048972212ab5972c773fc028bc1/store-logo-socksbottoms.png?w=223&fm=png,shopping,stores,,True
132,SomiSomi,"['specialty-food', 'dine-in', 'outdoor-seating', 'takeout', 'desserts', 'korean', '']",(949) 932-0760,640,https://images.ctfassets.net/l16b5usqno44/umb-media-75088/13a822faad3d74577c9a09d4294bac53/store-logo-somisomi.jpg?w=223&fm=png,dining,restaurants,,False
133,Spectrum Apartments Homefinding Center,"['services', '']",(949) 790-4818,754,https://images.ctfassets.net/l16b5usqno44/umb-media-75089/42c291c3f25b4e3ef7cb1060aa728f75/store-logo-spectrumapartments.jpg?w=223&fm=png,shopping,stores,,False
134,Stance,"['accessories', 'men-s-apparel', 'women-s-apparel', 'in-store-shopping', '']",(949) 506-2233,839,https://images.ctfassets.net/l16b5usqno44/umb-media-75090/eedbc508208cf2dcd840577bd8df89db/store-logo-stance.jpg?w=223&fm=png,shopping,stores,,False
135,Starbucks Coffee,"['specialty-food', 'dine-in', 'outdoor-seating', 'takeout', 'coffee-tea', '']",(949) 585-0051,505,https://images.ctfassets.net/l16b5usqno44/umb-media-75091/06e1dc7b1bd10d2c6a62fa771185b3d8/store-logo-starbucks.png?w=223&fm=png,dining,restaurants,,False
136,StretchLab,"['health-fitness', 'by-appointment', 'curbside-pickup', 'in-store-shopping', '']",(949) 385-0088,807,https://images.ctfassets.net/l16b5usqno44/umb-media-75092/c01100aaa6676ae5a65a637c48c34e3c/store-logo-stretchlab.jpg?w=223&fm=png,shopping,stores,,False
137,Stride,"['health-fitness', 'now-open', '']",(949) 504-8414,822,https://images.ctfassets.net/l16b5usqno44/umb-media-75093/1a5cae73b8e8193f8c9ac0cdb8003444/store-logo-stride.png?w=223&fm=png,shopping,stores,Now Open,False
138,Subway,"['restaurants-casual-quick', 'curbside-pickup', 'dine-in', 'outdoor-seating', 'takeout', 'american', '']",(949) 453-1081,809,https://images.ctfassets.net/l16b5usqno44/umb-media-75094/b50339b5e739c5d4e6b8b50f1bf65e8c/store-logo-subway.png?w=223&fm=png,dining,restaurants,,False
139,Sunglass Hut,"['accessories', 'eyewear', 'in-store-shopping', '']",(949) 453-8361,641,https://images.ctfassets.net/l16b5usqno44/umb-media-75095/93fd4d4b589cdd2f114955208d5b524c/store-logo-sunglasshut.png?w=223&fm=png,shopping,stores,,False
140,Swish Studios,"['men-s-apparel', 'shoes-handbags-luggage', 'coming-soon', 'delivery', 'in-store-shopping', '']",(949) 932-0944,632,https://images.ctfassets.net/l16b5usqno44/umb-media-75097/2851bf13416db2ed46b814afe1e22b85/store-logo-swish-studios.jpg?w=223&fm=png,shopping,stores,Coming Soon,False
141,Swish Studios,"['men-s-apparel', 'shoes-handbags-luggage', 'in-store-shopping', 'now-open', '']",(949) 932-0944,525,https://images.ctfassets.net/l16b5usqno44/umb-media-75097/2851bf13416db2ed46b814afe1e22b85/store-logo-swish-studios.jpg?w=223&fm=png,shopping,stores,Now Open,False
142,Talk N' Fix,"['electronics-home-entertainment', 'now-open', 'deals']",(949) 932-0506,743,https://images.ctfassets.net/l16b5usqno44/umb-media-78660/4ceafc75a973671c628432cdfb145fb2/store-logo-talk-n-fix.jpg?w=223&fm=png,shopping,stores,Now Open,True
143,Target,"['accessories', 'beauty', 'books-cards-gifts', 'children-s-apparel', 'department-stores', 'electronics-home-entertainment', 'eyewear', 'grocery-drug', 'hardware-home-improvement', 'home-furnishings-decor', 'jewelry-timepieces', 'men-s-apparel', 'pets', 'shoes-handbags-luggage', 'sporting-goods-active-wear', 'swimwear', 'toys-games-hobbies', 'women-s-apparel', 'curbside-pickup', 'delivery', 'in-store-shopping', '']",(949) 885-0114,900,https://images.ctfassets.net/l16b5usqno44/umb-media-75098/feb3d95cc7fa85fa79927a19feffacfa/store-logo-target.jpg?w=223&fm=png,shopping,stores,,False
144,Tender Greens,"['restaurants-casual-quick', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'american', '']",(949) 679-9135,530,https://images.ctfassets.net/l16b5usqno44/umb-media-75099/1c45cdb8fe47375612c70f0b4dee5102/store-logo-tendergreens.jpg?w=223&fm=png,dining,restaurants,,False
145,Tiffany Hunter Home,"['home-furnishings-decor', 'in-store-shopping', 'now-open', '']",(949) 718-1476,734,https://images.ctfassets.net/l16b5usqno44/umb-media-74474/4423f0cec891ac2346258928beb11c1b/store-logo-tiffanyhunter.jpg?w=223&fm=png,shopping,stores,Now Open,False
146,Tillys,"['accessories', 'children-s-apparel', 'men-s-apparel', 'shoes-handbags-luggage', 'swimwear', 'women-s-apparel', 'curbside-pickup', 'in-store-shopping', '']",(949) 788-0781,723,https://images.ctfassets.net/l16b5usqno44/umb-media-75108/d63f9b8d68b13c6fdb97a07bece60575/store-logo-tillys.jpg?w=223&fm=png,shopping,stores,,False
147,T-Mobile,"['electronics-home-entertainment', 'services', 'by-appointment', 'in-store-shopping', '']",(949) 450-0368,504,https://images.ctfassets.net/l16b5usqno44/umb-media-75109/bcc1519663354bc1536fcb26ad4f55f2/store-logo-tmobile.png?w=223&fm=png,shopping,stores,,False
148,Torpedo Comics,"['books-cards-gifts', 'toys-games-hobbies', 'in-store-shopping', 'now-open', '']",(949) 932-0652,630,https://images.ctfassets.net/l16b5usqno44/umb-media-78642/307a3740be7ca60525e9ca3d845abf82/store-logo-torpedocomics.png?w=223&fm=png,shopping,stores,Now Open,False
149,Torrid,"['women-s-apparel', 'in-store-shopping', '']",(949) 585-9380,609,https://images.ctfassets.net/l16b5usqno44/umb-media-75112/b5e2d7d4201ca78ce56cda8251920daf/store-logo-torrid.jpg?w=223&fm=png,shopping,stores,,False
150,Traffik,"['services', '']",,874,https://images.ctfassets.net/l16b5usqno44/umb-media-75113/d1da207a0fe0e3f5e6300b8c7abc520e/store-logo-traffik.png?w=223&fm=png,shopping,stores,,False
151,TravisMathew,"['men-s-apparel', 'sporting-goods-active-wear', 'women-s-apparel', 'coming-soon', 'in-store-shopping', '']",(949) 438-2515,840,https://images.ctfassets.net/l16b5usqno44/umb-media-26999/2d03a400a3a50d729589c17dd1bf2aaf/store-logo-travismathew.png?w=223&fm=png,shopping,stores,Coming Soon,False
152,Typo,"['books-cards-gifts', 'in-store-shopping', '']",(949) 453-0260,629,https://images.ctfassets.net/l16b5usqno44/umb-media-75114/3eca54e6c6b7e28595ae3849a1b75c2c/store-logo-typo.jpg?w=223&fm=png,shopping,stores,,False
153,Umami Burger,"['restaurants-full-service-dining', 'curbside-pickup', 'dine-in', 'outdoor-seating', 'takeout', 'american', 'burgers', '']",(949) 396-1830,527A,https://images.ctfassets.net/l16b5usqno44/umb-media-75115/5baf3444094f94bed34986f737d6054d/store-logo-umamiburger.jpg?w=223&fm=png,dining,restaurants,,False
154,Urban Outfitters,"['accessories', 'books-cards-gifts', 'home-furnishings-decor', 'men-s-apparel', 'shoes-handbags-luggage', 'women-s-apparel', 'in-store-shopping', '']",(949) 727-0951,730,https://images.ctfassets.net/l16b5usqno44/umb-media-75117/e3f3ace381f6fd85358f57ace66d9230/store-logo-urbanoutfitters.png?w=223&fm=png,shopping,stores,,False
155,Urban Seoul 2.0,"['restaurants-casual-quick', 'curbside-pickup', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'korean', '']",(949) 727-1900,714,https://images.ctfassets.net/l16b5usqno44/umb-media-75118/5247207d278bbe3fe7cb276252170c60/store-logo-urbanseoul.png?w=223&fm=png,dining,restaurants,,False
156,Vans Store,"['men-s-apparel', 'shoes-handbags-luggage', 'women-s-apparel', 'in-store-shopping', '']",(949) 341-0288,604,https://images.ctfassets.net/l16b5usqno44/umb-media-75119/6fb71ae11b432f76fbf84dee7592f378/store-logo-vans.png?w=223&fm=png,shopping,stores,,False
157,Veggie Grill,"['restaurants-casual-quick', 'curbside-pickup', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'vegetarian', '']",(949) 727-9900,732,https://images.ctfassets.net/l16b5usqno44/umb-media-75120/60e8c96c1022093e18806a8a233fa2fe/store-logo-veggiegrill.jpg?w=223&fm=png,dining,restaurants,,False
158,Verizon Wireless,"['electronics-home-entertainment', 'services', 'in-store-shopping', '']",(949) 954-3649,649,https://images.ctfassets.net/l16b5usqno44/umb-media-75121/120dbff979b513ee1513041b4ae0839f/store-logo-verizonwireless.png?w=223&fm=png,shopping,stores,,False
159,Viaggio Pizzeria,"['restaurants-full-service-dining', 'dine-in', 'now-open', 'outdoor-seating', 'takeout', 'takes-reservations', 'italian', 'pizza', 'open-table', '']",(949) 749-2366,700A,https://images.ctfassets.net/l16b5usqno44/4v4bzylJTv9fRPmUX45ro7/7415dfa425e84369394a165ccadcb1cf/Store-Logo-ViaggioPizzeria.jpg?w=223&fm=png,dining,restaurants,Now Open,False
160,VinFast,"['automotive', 'coming-soon', 'in-store-shopping', '']",,824,https://images.ctfassets.net/l16b5usqno44/umb-media-81073/47049596aec2099a85c80184ed040b7c/Store-Logo-Vinfast.jpg?w=223&fm=png,shopping,stores,Coming Soon,False
161,Volcom,"['children-s-apparel', 'men-s-apparel', 'shoes-handbags-luggage', 'swimwear', 'women-s-apparel', 'in-store-shopping', 'deals']",(949) 727-4722,642,https://images.ctfassets.net/l16b5usqno44/umb-media-75122/1b761a62c65acd48ae23859473c207c7/store-logo-volcom.jpg?w=223&fm=png,shopping,stores,,True
162,Vuori,"['women-s-apparel', 'health-fitness', 'men-s-apparel', 'in-store-shopping', 'now-open', '']",,854,https://images.ctfassets.net/l16b5usqno44/umb-media-74485/0befad6df0fc80e06097b12045234dc2/store-logo-vuori.jpg?w=223&fm=png,shopping,stores,Now Open,False
163,Wahoo's Fish Taco,"['restaurants-casual-quick', 'curbside-pickup', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'mexican', '']",(949) 753-0251,715,https://images.ctfassets.net/l16b5usqno44/umb-media-75123/9d20ff855248f90abe51e80d6631d643/store-logo-wahoosfishtaco.png?w=223&fm=png,dining,restaurants,,False
164,Wakse,"['beauty', 'services', 'by-appointment', 'in-store-shopping', 'deals']",(949) 932-0940,851,https://images.ctfassets.net/l16b5usqno44/umb-media-75124/0ce26845a7660f03fff1c91f0205a840/store-logo-wakse.jpg?w=223&fm=png,shopping,stores,,True
165,Warby Parker,"['medical-dental-eye-care', 'eyewear', 'by-appointment', 'coming-soon', 'in-store-shopping', '']",,857,https://images.ctfassets.net/l16b5usqno44/umb-media-45665/dd5a338bd4d55f8540aca4ed527656f2/store-logo-warbyparkeri.jpg?w=223&fm=png,shopping,stores,Coming Soon,False
166,Wetzel's Pretzels,"['specialty-food', 'curbside-pickup', 'dine-in', 'outdoor-seating', 'takeout', 'pretzels', '']",(949) 677-8831,618,https://images.ctfassets.net/l16b5usqno44/umb-media-75125/dd645210010b206bcff225a55341aa0a/store-logo-wetzelspretzels.jpg?w=223&fm=png,dining,restaurants,,False
167,White House Black Market,"['accessories', 'jewelry-timepieces', 'shoes-handbags-luggage', 'women-s-apparel', 'curbside-pickup', 'in-store-shopping', '']",(949) 450-9284,768,https://images.ctfassets.net/l16b5usqno44/umb-media-75126/7fecc20ad7cf3f3143cade87ba138351/store-logo-whitehouseblackmarket.png?w=223&fm=png,shopping,stores,,False
168,Windsor ,"['shoes-handbags-luggage', 'women-s-apparel', 'in-store-shopping', '']",(949) 788-0804,738,https://images.ctfassets.net/l16b5usqno44/umb-media-75127/1bad9f5a7d80151f9ac0cd8b2d854be1/store-logo-windsor.jpg?w=223&fm=png,shopping,stores,,False
169,Wood Ranch BBQ & Grill,"['restaurants-full-service-dining', 'curbside-pickup', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'barbeque', '']",(949) 337-4850,501,https://images.ctfassets.net/l16b5usqno44/umb-media-75128/16c9d2c73fe4a68fc8b2664ee8c689c1/store-logo-woodranchbbq.png?w=223&fm=png,dining,restaurants,,False
170,Woofpak Pet Kitchen,"['pets', 'curbside-pickup', 'in-store-shopping', '']",(949) 932-0565,771,https://images.ctfassets.net/l16b5usqno44/umb-media-75921/7b9e694101d680fa6f5e30a74d970967/store-logo-woofpakpetkitchen.jpg?w=223&fm=png,shopping,stores,,False
171,World of Hearing,"['electronics-home-entertainment', 'medical-dental-eye-care', 'coming-soon', 'in-store-shopping', '']",,821,https://images.ctfassets.net/l16b5usqno44/umb-media-81081/b2286a608c8d3c857fa7c562e9773ce2/Store-Logo-WorldOfHearing.jpg?w=223&fm=png,shopping,stores,Coming Soon,False
172,Yankee Candle,"['books-cards-gifts', 'in-store-shopping', 'deals']",(949) 450-0725,735,https://images.ctfassets.net/l16b5usqno44/umb-media-75130/4cf90ff19740802c6b446383186d2c0e/store-logo-yankeecandle.jpg?w=223&fm=png,shopping,stores,,True
173,Yard House,"['restaurants-full-service-dining', 'curbside-pickup', 'delivery', 'dine-in', 'outdoor-seating', 'takeout', 'american', '']",(949) 753-9373,620,https://images.ctfassets.net/l16b5usqno44/umb-media-75131/621bddeb903357a7f8667aec3170fe97/store-logo-yardhouse.png?w=223&fm=png,dining,restaurants,,False
174,Yogurtland,"['specialty-food', 'curbside-pickup', 'dine-in', 'outdoor-seating', 'takeout', 'desserts', '']",(949) 536-5303,733,https://images.ctfassets.net/l16b5usqno44/umb-media-75135/d272c786b52d515ef7771698784d9d72/store-logo-yogurtland.png?w=223&fm=png,dining,restaurants,,False
175,Zumiez,"['accessories', 'children-s-apparel', 'men-s-apparel', 'shoes-handbags-luggage', 'women-s-apparel', 'curbside-pickup', 'in-store-shopping', '']",(949) 450-0894,613,https://images.ctfassets.net/l16b5usqno44/umb-media-75136/2d4fce41608ffaf28cfb974f61d58caf/store-logo-zumiez.jpg?w=223&fm=png,shopping,stores,,False
